id,name,longitude,latitude,class,color
ense221,CEIP Manuel Bartolomé Cossío,-3.7715656003951388,40.38144511352439,ense,#ffa258
ense222,CEIP Manuel Sainz de Vicuña,-3.649852392505231,40.409031240065545,ense,#ffa258
ense223,CEIP Marcelo Usera,-3.6995852593193734,40.38716429138762,ense,#ffa258
ense224,CEIP Miguel Blásco Vilatela,-3.6322575929197747,40.429300077577885,ense,#ffa258
ense225,CEIP Miguel de Unamuno,-3.693496667394417,40.3943091352445,ense,#ffa258
ense226,CEIP Manuel Núñez de Arenas,-3.6623903088723253,40.375157973728626,ense,#ffa258
ense227,CEIP Antonio Moreno Rosales,-3.7012984581838806,40.41147840326508,ense,#ffa258
ense228,CEIP Ntra. Sra. de la Almudena,-3.6778959286802797,40.41897838011037,ense,#ffa258
ense229,CEIP Leopoldo Alas,-3.653605338970485,40.42783000169117,ense,#ffa258
ense230,CEIP Palacio Valdés,-3.6929445713355236,40.410564803601424,ense,#ffa258
ense231,CEIP República de Panamá Nº 1,-3.6170083836474562,40.42608515570194,ense,#ffa258
ense232,CEIP Patriarca Obispo Eijo Garay,-3.6815343408454706,40.439614695282906,ense,#ffa258
ense233,CEIP Ramón Gómez de la Serna,-3.689913203109271,40.33987943066363,ense,#ffa258
ense234,CEIP Real Armada,-3.645574394031295,40.4016497436473,ense,#ffa258
ense235,CEIP República de Colombia,-3.736752848856357,40.37598741676259,ense,#ffa258
ense236,CEIP República de Chile,-3.6246651976808293,40.42800801135986,ense,#ffa258
ense237,CEIP República de El Salvador,-3.6979344622912262,40.34935398537451,ense,#ffa258
ense238,CEIP San Cristóbal,-3.705299785966482,40.43686853907535,ense,#ffa258
ense239,CEIP San Juan Bosco,-3.6526061859564436,40.4195923679924,ense,#ffa258
ense240,CEIP Vázquez de Mella,-3.7139987183781966,40.412112386199524,ense,#ffa258
ense241,CEIP Ciudad de Córdoba,-3.69671604145741,40.36254170070787,ense,#ffa258
ense242,CEIP Ntra. Sra. de la Paloma,-3.7115688620443996,40.410812045057924,ense,#ffa258
ense243,IES El Espinillo,-3.68897061673349,40.36179529843227,ense,#ffa258
