"id","name","longitude","latitude","class","color"
"ense262","IES Joaquín Turina","-3.7125901","40.4406659","ense","#ffa258"
"ense263","IES El Lago","-3.7325999","40.415235","ense","#ffa258"
"ense264","IES San Fernando","-3.68995","40.529133","ense","#ffa258"
"ense265","CEIP Francisco Arranz","-3.762592","40.37493920000001","ense","#ffa258"
"ense266","CEIP Ciudad de Badajoz","-3.7789691","40.3838866","ense","#ffa258"
"ense267","IES Tirso de Molina","-3.651897","40.390924","ense","#ffa258"
"ense268","CEIP San Miguel","-3.652190199999999","40.4744107","ense","#ffa258"
"ense269","CEIP San Benito","-3.6467598","40.4442017","ense","#ffa258"
"ense270","IES Lope de Vega","-3.7064089","40.4269861","ense","#ffa258"
"ense271","IES Barajas","-3.599266999999999","40.4508252","ense","#ffa258"
"ense272","IES Gregorio Marañón","-3.7100893","40.4743129","ense","#ffa258"
"ense273","IES Barrio Simancas","-3.6253884","40.429275","ense","#ffa258"
"ense274","IES Virgen de la Paloma","-3.7174307","40.4593004","ense","#ffa258"
"ense275","CEIP Juan Zaragueta","-3.631004899999999","40.4721151","ense","#ffa258"
"ense276","IES Conde de Orgaz","-3.6465597","40.4595543","ense","#ffa258"
"ense277","IES Carlos III","-3.6149265","40.4251913","ense","#ffa258"
"ense278","IES San Blás","-3.6129447","40.4262052","ense","#ffa258"
"ense279","IES Gómez Moreno","-3.6163354","40.4333397","ense","#ffa258"
"ense280","IES Rey Pastor","-3.648072099999999","40.4106658","ense","#ffa258"
"ense281","IES Vallecas I","-3.6630864","40.3948951","ense","#ffa258"
"ense282","CEIP Carlos Sainz de los Terreros","-3.6389912","40.384809","ense","#ffa258"
"ense283","CEIP Ciudad de Valencia","-3.668696","40.4067088","ense","#ffa258"
"ense285","IES Pío Baroja","-3.7189619","40.3729779","ense","#ffa258"
"ense286","IES Parque Aluche","-3.76395","40.3904061","ense","#ffa258"
"ense287","IES Eijo y Garay","-3.7385647","40.4080375","ense","#ffa258"
"ense288","CEIP Ntra. Sra. del Lucero","-3.7402128","40.4025237","ense","#ffa258"
"ense289","IES Ntra. Sra. de la Almudena","-3.698522","40.4639412","ense","#ffa258"
"ense290","IES Tetuán de las Victorias","-3.6975879","40.47317590000001","ense","#ffa258"
"ense291","IES Cardenal Herrera Oria","-3.7117508","40.4824708","ense","#ffa258"
"ense292","CEIP Lorenzo Luzuriaga","-3.7069793","40.4847916","ense","#ffa258"
"ense293","IES Beatriz Galindo","-3.6859902","40.42502289999999","ense","#ffa258"
"ense294","IES Isabel la Católica","-3.6860577","40.4072656","ense","#ffa258"
"ense295","IES Juan de la Cierva","-3.7063803","40.4023011","ense","#ffa258"
"ense296","IES Cardenal Cisneros","-3.7083647","40.4244059","ense","#ffa258"
"ense297","IES San Isidro","-3.7072759","40.4127251","ense","#ffa258"
"ense298","IES Emperatriz María de Austria","-3.7174109","40.3875277","ense","#ffa258"
"ense299","IES Calderón de la Barca","-3.7174109","40.3875277","ense","#ffa258"
"ense300","IES Vista Alegre","-3.735648","40.3821777","ense","#ffa258"
"ense301","CEIP Pintor Rosales","-3.679102899999999","40.4447497","ense","#ffa258"
"ense302","CEIP Jorge Guillén","-3.707832099999999","40.4753116","ense","#ffa258"
"ense303","CEIP Arquitecto Gaudí","-3.6690495","40.4654284","ense","#ffa258"
"ense304","CEIP Marqués de Suanzes","-3.6245457","40.4431022","ense","#ffa258"
"ense305","CEE Princesa Sofía","-3.645076","40.4639626","ense","#ffa258"
"ense306","CEE Francisco del Pozo","-3.6867376","40.4942709","ense","#ffa258"
"ense307","CEE Fundación Goyeneche","-3.620969999999999","40.42085","ense","#ffa258"
"ense308","CEIP Antonio de Nebrija","-3.6861347","40.35211899999999","ense","#ffa258"
"ense309","IES Pacífico","-3.6685357","40.4041439","ense","#ffa258"
"ense310","CEIP Filósofo Séneca","-3.6502275","40.4783861","ense","#ffa258"
"ense311","CEIP Joaquín Turina","-3.6660671","40.4805991","ense","#ffa258"
"ense312","CEIP Concha Espina","-3.643944","40.3857827","ense","#ffa258"
"ense313","CEIP Rabindranah Tagore","-3.6958905","40.4831076","ense","#ffa258"
"ense314","CEIP Bravo Murillo","-3.7180057","40.4805509","ense","#ffa258"
"ense315","EA La Palma","-3.7059567","40.4265727","ense","#ffa258"
"ense316","CEIP Luis Cernuda","-3.6539715","40.4613222","ense","#ffa258"
"ense317","CEIP Esperanza","-3.6460471","40.4612306","ense","#ffa258"
"ense318","CEIP Doctor Severo Ochoa","-3.6119515","40.409796","ense","#ffa258"
"ense319","CEIP Pío Baroja","-3.6370548","40.4035725","ense","#ffa258"
"ense320","CEIP Daniel Vázquez Díaz","-3.7129582","40.4648317","ense","#ffa258"
"ense321","CEIP José Ortega y Gasset","-3.6941772","40.4617079","ense","#ffa258"
"ense322","IES Palomeras - Vallecas","-3.6284084","40.38884059999999","ense","#ffa258"
"ense323","IES García Morato","-3.767358","40.3738618","ense","#ffa258"
"ense324","IES Gran Capitán","-3.7201749","40.4036486","ense","#ffa258"
"ense325","IES Carmen Martín Gaite","-3.974248","40.6742336","ense","#ffa258"
"ense326","IES Ciudad Escolar","-3.6828328","40.5258524","ense","#ffa258"
"ense327","CEIP San Pío X","-3.8723111","40.476233","ense","#ffa258"
"ense328","CEIP Virgen de la Peña Sacra","-3.8673","40.726804","ense","#ffa258"
"ense329","CEIP San Sebastián","-3.3237037","40.5520375","ense","#ffa258"
"ense330","CEIP Jarama","-3.485463","40.39636369999999","ense","#ffa258"
"ense331","CEIPS Vicente Aleixandre","-3.7594467","40.81103969999999","ense","#ffa258"
"ense332","CEIP Ntra. Sra. del Remolino","-3.5811379","40.7372971","ense","#ffa258"
"ense333","CEIP Divino Maestro","-4.0808595","40.714209","ense","#ffa258"
"ense334","CEIP Santa Teresa","-3.8545157","40.2621631","ense","#ffa258"
"ense335","CEIP San Miguel Arcángel","-3.976263","40.675088","ense","#ffa258"
"ense336","CEIP Claudio Vázquez","-3.4401864","40.2312904","ense","#ffa258"
"ense337","CEIP Andrés Torrejón","-3.8559471","40.325976","ense","#ffa258"
