CD_CENTRO,ETIQUETA,DIRECCION,CMUNI,MUNICIPIO,UTM_Y,UTM_X
28020892,IES Beatriz Galindo,"Calle Goya, 10",079,Madrid,4475159,441807
28020909,IES Isabel la Católica,"Calle Alfonso XII, 3",079,Madrid,4473398,441634
28020910,IES Juan de la Cierva,"Calle Caoba, 1",079,Madrid,4472637,440056
28020934,IES Cardenal Cisneros,"Calle Reyes, 4",079,Madrid,4475108,439912
28020946,IES San Isidro,"Calle Toledo, 39",079,Madrid,4473799,439982
28020958,IES Emperatriz María de Austria,"Calle Antonio de Leyva, 84",079,Madrid,4471053,439140
28020961,IES Calderón de la Barca,"Calle Antonio de Leyva, 84",079,Madrid,4471022,439117
28021008,IES Vista Alegre,"Calle General Ricardos, 177",079,Madrid,4470672,437695
28021045,CEIP Pintor Rosales,"Calle Príncipe de Vergara, 139",079,Madrid,4477318,442443
28021057,CEIP Jorge Guillén,"Avda El Ferrol, 47",079,Madrid,4480773,439995
28021124,CEIP Arquitecto Gaudí,"Calle Rosa Jardón, 10",079,Madrid,4479639,443258
28021148,CEIP Marqués de Suanzes,"Avda Veinticinco de Septiembre, 1",079,Madrid,4477120,446988
28021151,CEE Princesa Sofía,"Ctra de Canillas, 51",079,Madrid,4479454,445297
28021161,CEE Francisco del Pozo,"Callejón Dómine, 6",079,Madrid,4482831,441845
28021173,CEE Fundación Goyeneche,"Calle Arcos de Jalón, 22",079,Madrid,4474654,447307
28021215,CEIP Antonio de Nebrija,"Calle Juan José Martínez Seco, 77",079,Madrid,4467043,441729
28021252,IES Pacífico,"Calle Luis Mitjans, 41",079,Madrid,4472824,443257
28021291,CEIP Filósofo Séneca,"Calle Santa Adela, 21",079,Madrid,4481012,444819
28021306,CEIP Joaquín Turina,"Calle Arturo Soria, 332",079,Madrid,4481315,443545
28021318,CEIP Concha Espina,"Calle Gerardo Diego, 6",079,Madrid,4470802,445272
28021321,CEIP Rabindranah Tagore,"Calle Julio Palacios, 35",079,Madrid,4481609,441015
28021331,CEIP Bravo Murillo,"Calle Islas Cíes, 11 B",079,Madrid,4481345,439199
28021355,EA La Palma,"Calle Palma, 46",079,Madrid,4475347,440118
28021367,CEIP Luis Cernuda,"Calle Carril del Conde, 64",079,Madrid,4479161,444573
28021409,CEIP Esperanza,"Calle Andorra, 12",079,Madrid,4479149,445228
28021422,CEIP Doctor Severo Ochoa,"Calle Ezcaray, 3",079,Madrid,4473487,447929
28021434,CEIP Pío Baroja,"Calle Luis de Hoyos Sáinz, 84",079,Madrid,4472754,445920
28021446,CEIP Daniel Vázquez Díaz,"Calle Armenteros, 46",079,Madrid,4479593,439554
28021461,CEIP José Ortega y Gasset,"Calle Orense, 87",079,Madrid,4479232,441143
28021549,IES Palomeras - Vallecas,"Calle Arboleda, s/n (Provisional Politécnica de Vallecas Cuatro, 4)",079,Madrid,4471005,446532
28021550,IES García Morato,"Calle General Saliquet, 34",079,Madrid,4469554,434870
28021562,IES Gran Capitán,"Paseo Melancólicos, 51",079,Madrid,4472827,438918
28022207,IES Carmen Martín Gaite,"Avda Marqués de Santillana, 14",090,Moralzarzal,4503046,417625
28022724,IES Ciudad Escolar,"Ctra (M-607) Colmenar Viejo, km. 12,8",079,Madrid,4486108,441954
28022797,CEIP San Pío X,"Avda Reyes Católicos, 5",080,Majadahonda,4480945,426053
28022864,CEIP Virgen de la Peña Sacra,"Calle Segovia, 9",082,Manzanares El Real,4508860,426702
28022876,CEIP San Sebastián,"Calle Estación, 35",083,Meco,4489072,472635
28022888,CEIP Jarama,"Calle Doctor Gonzalo Sierra, 6",084,Mejorada del Campo,4471871,458811
28022891,CEIPS Vicente Aleixandre,"Avda Constitución, 29",085,Miraflores de la Sierra,4518063,435973
28022943,CEIP Ntra. Sra. del Remolino,"Calle San Isidro, 8",086,Molar (El),4509748,450950
28022967,CEIP Divino Maestro,"Calle Calvario, 20",087,Molinos (Los),4507606,408719
28022980,CEIP Santa Teresa,"Calle Mirasierra, 59",089,Moraleja de Enmedio,4457237,427318
28022992,CEIP San Miguel Arcángel,"Cmno Alpedrete, 41",090,Moralzarzal,4503141,417453
28023005,CEIP Claudio Vázquez,"Calle Grupo Escolar, 1",091,Morata de Tajuña,4453504,462520
28023017,CEIP Andrés Torrejón,"Calle Juan de Austria, 2",092,Móstoles,4464283,427267
28023029,CEIP Beato Simón de Rojas,"Paseo de Goya, 3",092,Móstoles,4464354,426704
28023108,CEIP Antonio Hernández,"Calle Pintor Velázquez, 13",092,Móstoles,4464835,426115
28023111,CEIP Juan Pérez Villaamil,"Calle Veracruz, 34",092,Móstoles,4463151,427466
28023145,CEIP Antusana,"Calle Río Sil, s/n",092,Móstoles,4463032,425246
28023157,CEIP Federico García Lorca,"Calle Francisco Javier Sauquillo, 26",092,Móstoles,4465127,427250
28023194,IES Felipe Trigo,"Calle Pintor Velázquez, 66",092,Móstoles,4463690,425160
28023273,CEIP Príncipe de Asturias,"Avda Rosal, 2 (Colonia Mata del Rosal)",093,Navacerrada,4508567,413855
28023297,CEIP Carlos Ruiz,"Calle Luis Zapata, 3",096,Navalcarnero,4460180,414115
28023327,IES Carmen Martín Gaite,"Avenida San Sebastián, 1 (Ctra de Cadalso de los Vidrios, s/n)",096,Navalcarnero,4460202,413142
28023364,CEIPS Isabel la Católica,"Avenida Olímpica, 1",099,Navas del Rey,4471735,393916
28023388,CEIP Juan de Goyeneche,"Avda Glasgow, 1",100,Nuevo Baztán,4467786,479335
28023443,CEIP Virgen de la Ribera Fund. Hnos. Pi Meco,"Calle Torrelaguna, 23",104,Paracuellos de Jarama,4484477,454978
28023480,CEIP Ciudad de Mérida,"Avda Juan Carlos I, 11",106,Parla,4453705,434453
28023534,CEIP Magerit,"Avda Juan Carlos I, 6",106,Parla,4453558,434424
28023546,CEIP Virgen del Carmen,"Calle Fuenlabrada, 88",106,Parla,4455277,434173
28023637,CEIP Ntra. Sra. del Castillo,"Ctra M-302 (Morata), 7",110,Perales de Tajuña,4453541,469956
28023662,CEIP Isabel la Católica,"Calle San Nicolás, 8",113,Pinto,4455422,440338
28023674,CEIP El Prado,"Calle Cañada Real de La Mesta, 9",113,Pinto,4455470,441057
28023741,CEIP Los Ángeles,"Calle Diego de Velázquez, 5",115,Pozuelo de Alarcón,4472558,433448
28023807,CEIP Asunción de Ntra. Sra.,"Calle Tahona, 12",115,Pozuelo de Alarcón,4476806,430862
28023881,CEIP Divino Maestro,"Calle Cirilo Palomo, 11",115,Pozuelo de Alarcón,4476194,431288
28023911,IES Gerardo Diego,"Calle Irlanda, 1",115,Pozuelo de Alarcón,4477245,433259
28023923,CEIP San José Obrero,"Calle San José Obrero, 21",115,Pozuelo de Alarcón,4477295,432492
28024034,CEIP Enrique de Mesa,"Calle Modesto Ortega Lobón, 12",120,Rascafría,4528202,425818
28024061,CEIP Las Cigüeñas,"Calle Noruega, 1",123,Rivas-Vaciamadrid,4464449,456052
28024071,CEIP Ntra. Sra. de Navahonda,"Calle Elisadero, 32",125,Robledo de Chavela,4483818,395399
28024125,CEIP San José,"Calle Colegios, 2",127,Rozas de Madrid (Las),4489665,424894
28024253,CEIP Virgen de Navalazarza,"Calle Extremadura, 2",129,San Agustín del Guadalix,4503633,447856
28024290,IES Vega del Jarama,"Avda Irún, 18",130,San Fernando de Henares,4474839,455063
28024307,CEIP Villar Palasi,"Ctra San Fernando a Mejorada, s/n c/v Paseo Cegama, 1",130,San Fernando de Henares,4474167,455453
28024319,CEIP Ciudades Unidas,"Calle Vitoria, s/n c/v Paseo Tolosa s/n",130,San Fernando de Henares,4474557,455417
28024356,CEIP San Lorenzo,"Calle Rey, 43",131,San Lorenzo de El Escorial,4493982,403114
28024460,CEIP General Izquierdo,"Calle Juan De Austria, 40 (La Marañosa)",132,San Martín de la Vega,4458633,449770
28024484,CEIP San Marcos,"Avda Abogados de Atocha, 16",132,San Martín de la Vega,4451608,451667
28024502,CEIP Virgen de la Nueva,"Calle Dr F. Rodríguez de la Fuente, 2",133,San Martín de Valdeiglesias,4469106,381122
28024551,CEIP Francisco Carrillo,"Avda Párroco Miguel Ruiz Felguera, 2",134,San Sebastián de los Reyes,4488737,446717
28024617,CEIP Ntra. Sra. de Valvanera,"Avda La Sierra, 20",134,San Sebastián de los Reyes,4488892,446359
28024629,CEIP Silvio Abad,"Calle Dos de Mayo, 2",134,San Sebastián de los Reyes,4488336,446981
28024642,IES Joan Miró,"Calle Isla de La Palma, 31",134,San Sebastián de los Reyes,4489854,447100
28024794,CEIP Duque de Rivas,"Calle Villanueva, 1",141,Sevilla la Nueva,4466856,412532
28024800,CEIP Virgen del Rosario,"Calle Orden-Prado Real, 1",144,Soto del Real,4511590,433738
28024836,CEIP Carlos Ruiz,"Avda Ferrocarril, 8",146,Tielmes,4454868,473032
28024848,CEIP Virgen del Rosario,"Calle Era, 12",147,Titulcia,4443157,451431
28024861,CEIP El Buen Gobernador,"Avda Constitución, 9",148,Torrejón de Ardoz,4478474,459149
28024873,CEIP Gabriel y Galán,"Calle Ronda Poniente, 5",148,Torrejón de Ardoz,4478747,459054
28024964,CEIP Miguel de Cervantes,"Avda Madrid, 15",148,Torrejón de Ardoz,4479436,460089
28024976,CEIP La Gaviota,"Calle Cristal, 2",148,Torrejón de Ardoz,4478152,460348
28025014,IES Isaac Peral,"Calle Plata, 78",148,Torrejón de Ardoz,4478397,461563
28025026,IES Las Veredillas,"Calle Lisboa, 53",148,Torrejón de Ardoz,4479575,460080
28025075,CEIP San José,Calle Cádiz,149,Torrejón de la Calzada,4450117,431608
28025087,CEIP Ntra. Sra. del Pilar,"Calle San Nicasio, 24",150,Torrejón de Velasco,4448512,433885
28025129,IES Alto Jarama,"Calle Caja Ahorros y Monte de Piedad, 13",151,Torrelaguna,4519823,454344
28025130,CEIP Cardenal Cisneros,"Calle Fray José de Almonacid, 13",151,Torrelaguna,4519487,454715
28025178,CEIP Los Ángeles,"Plaza José María Unceta, 10",152,Torrelodones,4492444,420627
28025181,CEIP Ntra. Sra. de Lourdes,"Calle Nuestra Señora del Carmen, 10",152,Torrelodones,4492026,419671
28025208,CEIP Ntra. Sra. del Rosario,"Calle Paraisos, 3",154,Torres de la Alameda,4472035,469490
28025233,CEIP Ángel Castro,"Calle Silo, 14",156,Valdeavero,4497991,471723
28025294,CEIP Juan Falcó,"Avda Segovia, 1",160,Valdemorillo,4484004,409726
28025312,CEIP Cristo de la Salud,"Paseo del Prado, 28",161,Valdemoro,4449282,443257
28025351,CEIP Vicente Aleixandre,"Calle Pizarro, 3",161,Valdemoro,4449542,441852
28025373,CEIP Ramón Linacero,"Calle Alcalá (Alalpardo), 27",162,Valdeolmos-Alalpardo,4497307,460088
28025403,CEIP Jesús Aramburu,"Calle Jarama, 10",164,Valdetorres de Jarama,4504718,456350
28025415,CEIP Miguel de Cervantes,"Calle Miguel Cervantes, 4",165,Valdilecha,4460414,474537
28025440,CEIP Valdemera,"Calle San Antonio, 6",167,Velilla de San Antonio,4468669,458910
28025476,CEIP Concepción García Robles,"Calle Colegios, 2",170,Villaconejos,4438952,458325
28025491,CEIP Ntra. Sra. de la Poveda,"Plaza Francisco Cales Otero, 1",171,Villa del Prado,4458882,389184
28025506,CEIP Gregorio Canella,"Crta Villalvilla- Valdeláguila, s/n c/v Cmno Eras",172,Villalbilla,4476133,474490
28025521,CEIP San Dámaso,"Cañada Real Segoviana, 41",174,Villamanta,4461256,405771
28025567,CEIP Santiago Apostol,"Avda Polideportivo, 2",176,Villanueva de la Cañada,4478671,415825
28025580,CEIP San Lucas,"Calle Colmenarejo, 17",177,Villanueva del Pardillo,4482660,418175
28025634,CEIP Ntra. Sra. de la Victoria,"Calle Viso, 15",180,Villarejo de Salvanés,4446393,475966
28025658,IES Ntra. Sra. de la Victoria de Lepanto,"Calle Luis de Requesens, 1",180,Villarejo de Salvanés,4446357,476462
28025661,CEIP Hermanos García Noblejas,"Calle Madroño, 3",181,Villaviciosa de Odón,4467372,424187
28025804,CEIP San José de Valderas,"Avda Derechos Humanos, 6",007,Alcorcón,4467291,430785
28025816,CEIP San Andrés,"Calle Fuente del Cajón, 20",045,Colmenar Viejo,4501247,434452
28025828,IES Felipe II,"Calle Valdebernardo, 1",079,Madrid,4472092,446184
28025841,CEIP Ciudad de Getafe,"Calle Buenavista, 25",065,Getafe,4462037,437281
28025944,CEIP Los Castillos,"Calle Referendum Viñagrande, 3",007,Alcorcón,4467048,431850
28025956,CEIP Ramón María del Valle Inclán,"Calle Alconera, 1",079,Madrid,4475694,447512
28025968,CEIP Ntra. Sra. de la Fuencisla,"Calle Tomelloso, 39",079,Madrid,4470198,440733
28025971,CEIP Ignacio Zuloaga,"Calle Alejandro Rodríguez, 34",079,Madrid,4478648,439675
28025981,CEIP Virgen del Cerro,"Calle Mohernando, 1",079,Madrid,4471921,444935
28026006,CEIP Fontarrón,"Calle Arroyo Fontarrón, 24",079,Madrid,4471799,446248
28026031,IES Vicente Aleixandre,"Calle Asturias, 20",113,Pinto,4455858,441077
28026043,CEIP Príncipe Felipe,"Avda Valdelasfuentes, 46",134,San Sebastián de los Reyes,4489414,445912
28026067,CEIP Ramón Pérez de Ayala,"Calle Motilla del Palancar, 19",079,Madrid,4479669,446339
28026092,IES Los Castillos,"Avda los Castillos, 1",007,Alcorcón,4467749,431213
28026195,CEIP Tirso de Molina,"Calle Olivo, 23",045,Colmenar Viejo,4501072,434764
28026501,CEIP Santo Domingo,"Calle Cantos, 23",007,Alcorcón,4466041,429965
28026523,CEIP Cervantes,"Calle Extremadura, 40",058,Fuenlabrada,4459055,432830
28026535,CEIP Juan Gris,"Calle Muela de San Juan, 31",079,Madrid,4469301,447603
28026547,CEIP Giner de los Ríos,"Calle Membezar, 25",079,Madrid,4470087,443278
28026596,CEIP Severo Ochoa,"Calle Londres, 7",148,Torrejón de Ardoz,4478984,459880
28026602,CEIP Vicente Aleixandre,"Calle Silicio, 25",148,Torrejón de Ardoz,4477812,461073
28026638,CEIP Gabriel y Galán,"Avda Olímpica, 16",006,Alcobendas,4487505,446348
28028076,CEE Vicente Ferrer,"Calle Emilia Pardo Bazán, 1",134,San Sebastián de los Reyes,4490128,447122
28028131,CEIP Jesús Varela,"Avda Portugal, 12",007,Alcorcón,4466848,429492
28028155,CEIP Daniel Vázquez Díaz,"Ctra Alpedrete (M-619), 1 A",047,Collado Villalba,4500190,415678
28028209,CEIP Pardo Bazán,"Avda Europa, 12",074,Leganés,4465599,436517
28028210,CEIP Pérez Galdós,"Avda Europa, 14",074,Leganés,4465762,436515
28028222,CEIP Pío Baroja,"Avda Europa, 10",074,Leganés,4465450,436527
28028261,CEIP El Olivar,"Calle Nazario Calonge, s/n",130,San Fernando de Henares,4475258,455451
28028271,CEIP Ramón y Cajal,Pasaje entre Calles San Fernando y Salvador Allende,148,Torrejón de Ardoz,4478984,458724
28028301,IES Arquitecto Pedro Gumiel,"Calle Loeches, 1",005,Alcalá de Henares,4482723,467864
28028325,CEIP Parque de Lisboa,"Calle Ministro Fernández Ordóñez, 2-C",007,Alcorcón,4466945,430877
28028337,CEIP Torres Quevedo,"Calle Argentina, 2",049,Coslada,4475410,453564
28028350,IES María Moliner,"Avda España, 115",049,Coslada,4474809,453407
28028362,CEIP Andrés Manjón,"Calle Galicia, 25",058,Fuenlabrada,4461168,431116
28028374,IES Dionisio Aguado,"Calle Italia, 14",058,Fuenlabrada,4459522,431497
28028386,CEIP Doctor Severo Ochoa,"Avda Ángeles, 26",065,Getafe,4462337,438971
28028404,IES Butarque,"Calle Adolfo Marsillach, 5",074,Leganés,4465454,435523
28028416,CEIP Pasamonte,"Avda Doctor García Tapia, 47",079,Madrid,4473717,445097
28028428,IES Avda Los Toreros,"Avda los Toreros, 57",079,Madrid,4476086,443606
28028431,IES Mariano José de Larra,"Calle Camarena, 181",079,Madrid,4471127,435990
28028453,IES La Estrella,"Calle Estrella Polar, 10",079,Madrid,4473409,443449
28028465,IES San Juan Bautista,"Calle San Nemesio, 1",079,Madrid,4478138,444164
28028477,IES Jaime Vera,"Calle Infanta Mercedes, 47",079,Madrid,4478714,440807
28028519,CEIP Ciudad de Parla,"Avda Juan Carlos I, 15",106,Parla,4453556,434509
28028532,CEIP Rosalía de Castro,"Calle Berlín, 2",092,Móstoles,4463525,426567
28028556,CEIP Rio Bidasoa,"Calle Río Bidasoa, 3",092,Móstoles,4463490,426003
28028568,IES Manuel de Falla,"Avda Olímpica, 16",092,Móstoles,4464546,424898
28028571,IES Las Rozas I,"Calle Real, 52",127,Rozas de Madrid (Las),4482430,426438
28028611,IES Gonzalo Torrente Ballester,"Avda Aragón, 12",134,San Sebastián de los Reyes,4490069,446652
28028672,IES Ramiro de Maeztu,"Calle Serrano, 127",079,Madrid,4477090,441723
28028684,IES Juan de Herrera,"Ctra M-600 (Guadarrama) , 65",131,San Lorenzo de El Escorial,4495243,404807
28028738,CEIP Beatriz Galindo,"Calle Violeta, 19",005,Alcalá de Henares,4480541,468571
28028741,CEIP Dulcinea,"Cuesta Teatinos, 2",005,Alcalá de Henares,4482610,469543
28028751,CEIP Juan de Austria,"Avda Juan de Austria, 17",005,Alcalá de Henares,4481984,470202
28028763,CEIP Santos Niños,"Avda Nuestra Señora de Belén, 6-A",005,Alcalá de Henares,4480434,467660
28028775,CEIP Emilio Casado,"Calle Doctor Casimiro Morcillo, 51",006,Alcobendas,4488332,445104
28028799,CEIP Santiago Ramón y Cajal,"Avda Cantarranas, 2",007,Alcorcón,4466973,430032
28028805,CEIP Vicente Aleixandre,"Calle Polvoranca, 35",007,Alcorcón,4466185,430297
28028830,CEIP Francisco de Quevedo,"Calle Frailes, 6",074,Leganés,4463829,434368
28028842,CEIP Lope de Vega,"Avda los Pinos, 4",074,Leganés,4463929,434189
28028854,CEIP Dionisio Ridruejo,"Calle Zipaquira, 14",079,Madrid,4480452,446211
28028891,CEIP Las Cumbres,"Calle Río Ebro, 9",092,Móstoles,4463065,425547
28028945,CEIP Juan Ramón Jiménez,"Calle Juan Ramón Jiménez, 8",148,Torrejón de Ardoz,4479502,459517
28029111,CEIP Príncipe de Asturias,"Ctra Colmenar Viejo, Km 15 (Calle Kant, 2)",079,Madrid,4488100,440998
28029123,CEIP Meseta de Orcasitas,"Calle Camino Viejo de Villaverde, 1",079,Madrid,4469280,439688
28029160,CEIP San Miguel,"Paseo Pinar, 2",127,Rozas de Madrid (Las),4483115,426163
28029238,CEIP Palomeras Bajas,"Calle Felipe de Diego, 6",079,Madrid,4470050,443902
28029241,CEE Vallecas,"Avda Mediterráneo, km. 7 (Avda del Campus Sur)",079,Madrid,4471054,446399
28029512,CEIP Salzillo - Valle Inclán,"Calle Salcillo, 4",092,Móstoles,4465256,426664
28029597,CEIP San Fernando,"Calle Santiago Rusiñol, 7",013,Aranjuez,4431328,447819
28029603,CEIP Santa Teresa de Jesús,"Plaza Paloma, 11",013,Aranjuez,4430989,447431
28029615,CEIP Miguel Hernández,"Calle Suiza, 24",058,Fuenlabrada,4459662,431716
28029652,CEIP Francisco de Quevedo,"Calle Alemania, 18",058,Fuenlabrada,4459871,431285
28029664,CEE Inmaculada Concepción,"Calle Saldaña, 30",079,Madrid,4471300,438378
28029691,CEIP Miguel de Cervantes,"Calle Francisco de Goya, 3",084,Mejorada del Campo,4471430,459214
28029901,CEIP Gonzalo de Berceo,"Avda España, 16",049,Coslada,4474684,452091
28029913,CEIP Menéndez Pidal,"Avda España, 144",049,Coslada,4474685,453294
28029937,CEIP Buenos Aires,"Calle Cañada Real de Toledo, 24",113,Pinto,4454173,440372
28030101,CEPA Casa de la Cultura,"Calle Guadalajara, 3",065,Getafe,4461961,437768
28030113,CEPA Cultural Moratalaz,"Calle Corregidor Alonso de Tobar, 7",079,Madrid,4472815,444874
28030125,CEPA Aluche,"Calle Ocaña, 35 B",079,Madrid,4470762,435923
28030137,IES Fortuny,"Calle Fortuny, 24",079,Madrid,4476130,441483
28030149,IES Ciudad de los Poetas,"Calle Valdesangil, 25",079,Madrid,4479918,439144
28030150,IES Ramón y Cajal,"Avda Manoteras, 55",079,Madrid,4482067,444059
28030162,IES Miguel Delibes,"Calle Villaescusa, 17",079,Madrid,4474808,446432
28030174,IES Celestino Mutis,"Calle Huerta de Villaverde, 15",079,Madrid,4466651,439450
28030186,IES Dámaso Alonso,"Calle Alfredo Marquerie, 21",079,Madrid,4482067,440628
28030198,CEIP Cardenal Herrera Oria,"Calle Fermín Caballero, 68",079,Madrid,4481573,439705
28030204,CEPA Agustina de Aragón,"Calle Camino de Humanes, 63",092,Móstoles,4462701,427302
28030216,IES Humanejos,"Avda Juan Carlos I, 19",106,Parla,4453265,434640
28030228,IES León Felipe,"Calle San Fernando, 4",148,Torrejón de Ardoz,4479126,458645
28030241,IES Prado de Santo Domingo,"Avda Pablo Iglesias, 3",007,Alcorcón,4465880,428582
28030344,CEIP Manuel Azaña,"Avda Ejército, 5",005,Alcalá de Henares,4481009,468038
28030368,CEIP Iplacea,"Calle Río Guadarrama, 1",005,Alcalá de Henares,4480529,469235
28030371,CEIP Maríano Benlliure,"Calle Isla de Sálvora, 155",047,Collado Villalba,4497333,413845
28030381,CEIP Antonio Machado,"Avda Reina Sofía, 42",074,Leganés,4466030,436803
28030393,CEIP Federico García Lorca,"Calle Dinamarca, 11",074,Leganés,4465729,436915
28030401,CEIP Pradolongo,"Calle Parque de La Paloma, 9",079,Madrid,4470075,439187
28030411,CEIP Vicálvaro,"Calle Forges, 15B",079,Madrid,4472896,448959
28030435,CEIP San Sebastián,"Avda Valencia, 5",134,San Sebastián de los Reyes,4489680,446613
28030447,CEIP Ciudad del Aire,"Calle Barberán y Collar, 21",005,Alcalá de Henares,4483252,470841
28030472,CEIP San Juan Bautista,"Calle Sorzano, 1",079,Madrid,4478049,444107
28030575,IES Arturo Soria,"Calle Somontín, 59",079,Madrid,4480993,444036
28030824,CEIP Valdepalitos,"Calle Constitución, 127",006,Alcobendas,4488822,445257
28030836,CEIP Federico García Lorca,"Calle Olímpico Francisco Fernández Ochoa, 6",007,Alcorcón,4465772,430385
28030848,CEIP Federico García Lorca,"Avda Niño Jesus, 1",014,Arganda del Rey,4462898,459399
28030903,IES Mateo Alemán,"Avda Ejército,89",005,Alcalá de Henares,4480919,467591
28030915,IES Galileo Galilei,"Avda Retamas, 2",007,Alcorcón,4465829,428726
28030927,IES Blas de Otero,"Calle Maqueda, 130",079,Madrid,4471219,435283
28030939,IES San Mateo,"Calle Beneficencia, 4",079,Madrid,4475241,440628
28030952,IES Mariana Pineda,"Calle Alcalde Garrido Juaristi, 6",079,Madrid,4473880,444370
28030964,IES Vallecas - Magerit,"Calle Antonio Folgueras, 27",079,Madrid,4471148,443906
28030976,IES Las Musas,"Calle Carlos II, 1",079,Madrid,4475449,448419
28030991,IES Barrio de Bilbao,"Calle Villaescusa, 19",079,Madrid,4474699,446502
28031002,IES Leonardo Da Vinci,"Calle General Romero Basart, 90",079,Madrid,4469967,435110
28031014,IES Moratalaz,"Calle Corregidor Diego de Valderrábano, 35",079,Madrid,4473786,444129
28031026,CEIP Miguel Hernández,"Calle Doctor Marañón, 7",014,Arganda del Rey,4461592,462771
28031038,CEIP Luis de Góngora,"Calle Yugoslavia, 10",074,Leganés,4465256,437044
28031041,CEIP Gerardo Diego,"Paseo Ermita, 19",074,Leganés,4465839,434939
28031051,CEIP Miguel Servet,"Calle Fragata, 33",079,Madrid,4471737,437444
28031063,CEIP Breogán,"Calle Ginzo de Limia, 2 A",079,Madrid,4480785,440472
28031075,CEIP Virgen del Cortijo,"Avda Manoteras, 41",079,Madrid,4482148,443733
28031087,CEIP Ciudad de Roma,"Calle Juan Esplandiu, 2-A",079,Madrid,4474078,443541
28031099,CEIP La Latina,"Calle Maqueda, 130",079,Madrid,4471172,435280
28031130,CEIP Blas de Otero,"Calle Pintor Velázquez, 20",092,Móstoles,4464853,425757
28031142,CEIP Pinar Prados de Torrejón,"Avda Italia, 1",115,Pozuelo de Alarcón,4478042,432433
28031166,CEIP León Felipe,"Avda Valencia, 7",134,San Sebastián de los Reyes,4489854,446644
28031211,CEIP Fuentesanta,"Avda Andalucía, 55",045,Colmenar Viejo,4502587,434128
28031233,CEIP Aula 3,"Calle Las Panaderas, 18",058,Fuenlabrada,4458934,432083
28031348,CEIP Maríano José de Larra,"Calle Longares, 11",079,Madrid,4475734,448354
28031351,CEIP Pablo Picasso,"Calle Ángel Luis de La Herrán, 35",079,Madrid,4480229,445159
28031415,CEIP Celso Emilio Ferreiro,"Avda Sauces, 53",092,Móstoles,4462301,420859
28031440,CEIP Francisco de Quevedo,"Calle San Vidal, 8",005,Alcalá de Henares,4480362,468333
28031464,CEIP José María de Pereda,"Calle Moraña, 27",074,Leganés,4464825,436023
28031488,CEIP Julian Besteiro,"Avda Abrantes, 79",079,Madrid,4470236,438221
28031506,CEIP Antonio Machado,"Avda Reyes Católicos, 7",080,Majadahonda,4481100,426092
28031518,CEIP Felipe IV,"Calle Monteclaro, s/n",096,Navalcarnero,4460644,413507
28031521,CEIP Antonio Machado,"Avda Valencia, 5",134,San Sebastián de los Reyes,4489786,446634
28031531,CEIP Antonio Machado,"Calle Plata, 83",148,Torrejón de Ardoz,4478488,461701
28031555,IES Escuela Superior de Hosteleria y Turismo,"Paseo Puerta del Ángel, 5 (Ferial Casa de Campo)",079,Madrid,4474110,437848
28031786,CEIP Los Negrales,"Calle San Pablo, 17",010,Alpedrete,4498995,413622
28031804,CEIP Gandhi,"Calle Gandhi, 10",079,Madrid,4474979,446001
28031971,CEIP Carretas,"Calle Grupo Escolar, 1",014,Arganda del Rey,4461394,462848
28032331,CEIP Miguel Hernández,"Calle Luis Madrona, 15",005,Alcalá de Henares,4482210,470297
28032341,CEIP García Lorca,"Calle Torrelaguna, 29",005,Alcalá de Henares,4482063,468333
28032353,CEIP Miguel Hernández,"Calle Segovia, 13",006,Alcobendas,4488373,446297
28032389,CEIP Miguel Hernández,"Calle Pablo Neruda, 1",007,Alcorcón,4465630,429894
28032390,CEIP León Felipe,"Calle Siete Vientos, s/n entrada Calle Clavelillas",014,Arganda del Rey,4461072,462245
28032420,CEIP John Lennon,"Calle Grecia, 21",058,Fuenlabrada,4459266,431430
28032456,CEIP Fernando de los Ríos,"Avda Fuerzas Armadas, 4",065,Getafe,4461297,437795
28032468,CEIP Miguel Hernández,"Avda Reyes Católicos, 35",065,Getafe,4461255,437377
28032471,IES Arquitecto Peridis,"Avda Alemania, 19",074,Leganés,4465114,437065
28032481,IES Ciudad de Jaén,"Cmno del Río, 5",079,Madrid,4469253,440566
28032501,IES Leonardo Da Vinci,"Avda Guadarrama, 42",080,Majadahonda,4481283,425440
28032511,CEIP Francisco de Quevedo,"Calle Blas de Otero, 61",080,Majadahonda,4480322,425286
28032535,CEIP Gerardo Diego,"Calle Paloma, 43",106,Parla,4454790,433789
28032547,CEIP Pablo Picasso,"Calle Pintor Rosales, 1",106,Parla,4455140,435190
28032559,IES Enrique Tierno Galván,"Avda Juan Carlos I, 12",106,Parla,4453120,434636
28032584,CEIP Ntra. Sra. del Rosario,"Calle Fuentecilla, 18",161,Valdemoro,4448693,441787
28032791,CEIP Eugenio María de Hostos,"Calle Valdevarnés, 26",079,Madrid,4480079,439157
28033311,CEPA Hortaleza - Mar Amarillo,"Calle Mar Amarillo, 21",079,Madrid,4480655,445663
28033321,CEPA José Luis Sampedro,"Calle Chantada, 34",079,Madrid,4480558,439540
28033333,CEPA La Albufera,"Calle Nuestra Señora del Perpetuo Socorro, 23",079,Madrid,4471562,443767
28033515,CEE Pablo Picasso,"Avda Castilla, 29",005,Alcalá de Henares,4481730,470466
28033539,IES Alameda de Osuna,"Calle Antonio Sancha, 11",079,Madrid,4479014,450056
