"id_local","clase_vial_acceso","desc_vial_acceso","num_acceso","rotulo","desc_seccion","desc_division","lng","lat","label"
292,"CALLE","CARLOS MARTIN ALVAREZ",100,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.666417","40.3860574",
293,"CALLE","CONVENIO",35,"VIDEO CEL SL","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.671732","40.3907535",
294,"AVENIDA","ALBUFERA",18,"EL DORADO SALON DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6679725","40.3974943",
295,"CALLE","MARTINEZ DE LA RIVA",16,"EMOTIVA SALON DE JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6665555","40.3940554",
296,"CALLE","PUERTO DE BALBARAN",41,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.668087399999999","40.38243569999999",
297,"CALLE","ANTONIA CALAS",15,"ALEA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6681666","40.39723010000001",
298,"CALLE","MARTINEZ DE LA RIVA",33,"SOL PARK BINGO ","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.6662361","40.3936928","notcouncildata"
299,"CALLE","PENYA RUBIA",1,"DIVIER TT","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6670115","40.3968896","notcouncildata"
300,"AVENIDA","MONTE IGUELDO",10,,,"LICENCIA DESCONOCIDA","-3.66801","40.39693","notcouncildata"
301,"CALLE","SAN DIEGO",116,"SALONES DE JUEGO NEVADA",,"LICENCIA DESCONOCIDA","-3.6521667","40.3895986","notcouncildata"
302,"AVENIDA","SAN DIEGO",136,"SALÓN DE JUEGOS EL DORADO",,"LICENCIA DESCONOCIDA","-3.6656116","40.3843638","notcouncildata"
303,"CALLE","CARLOS MARTIN ALVAREZ",5,"CODERE",,"ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.661856799999999","40.3912509","notcouncildata"
304,"AVENIDA","ALBUFERA",17,"MADRID JUEGOS",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6674484","40.3975683","notcouncildata"
305,"CALLE","MARTINEZ DE LA RIVA",33,"ORENES",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.6662361","40.3936928","notcouncildata"
306,"AVENIDA","ALBUFERA",115,"SPORTIUM SALON DE JUEGOS – CAFETERÍA AHINOA",,"LICENCIA DESCONOCIDA","-3.6599994","40.3936109","notcouncildata"
307,"CALLE","PUERTO DE ALCOLEA",4,"ENRACHA GORBEA (BINGO Y CASA DE APUESTAS)",,"LICENCIA DESCONOCIDA","-3.6664707","40.3962471","notcouncildata"
308,"CALLE","RUICES",2,"ORENES",,"LICENCIA DESCONOCIDA","-3.665829499999999","40.3932472","notcouncildata"
309,"AVENIDA","ALBUFERA",32,"ROYAL CROWN",,"LICENCIA DESCONOCIDA","-3.6669223","40.3969441","notcouncildata"
310,"CALLE","DOCTOR BELLIDO",2,"SALON DE JUEGO NEVADA",,"LICENCIA DESCONOCIDA","-3.6669665","40.3854099","notcouncildata"
311,"AVENIDA","ALBUFERA",19,"LUCKIA",,"LICENCIA DESCONOCIDA","-3.6673694","40.3975197","notcouncildata"
312,"AVENIDA","MORATALAZ",135,"SALON DE JUEGOS EL DORADO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6485219","40.4071162",
313,"CALLE","MARROQUINA",22,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.649230999999999","40.4072532",
314,"CALLE","MANUEL MACHADO",6,"SAL0N DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6593317","40.4115656",
315,"CALLE","CORREGIDOR DIEGO DE VALDERRABANO",25,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6583601","40.4118581",
316,"CALLE","FUENTE CARRANTONA",55,"JUEGGING",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6301696","40.4100976","notcouncildata"
317,"AVENIDA","MORATALAZ",115,"SPORTIUM",,"LICENCIA DESCONOCIDA","-3.6506405","40.4062343","notcouncildata"
318,"CALLE","MARROQUINA",12,"SPORTIUM",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.6501681","40.4069682","notcouncildata"
319,"CALLE","LOPEZ DE HOYOS",346,"BETMADRID","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6602247","40.4579231",
320,"CALLE","VIRGEN DE LA ROCA",43,"MADRID JP JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.658106399999999","40.4349189",
321,"CALLE","RAQUEL MELLER",2,"CASINO PARK","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6573334","40.4323824",
322,"CALLE","JOSE DEL HIERRO",39,"SALON DE JUEGOS IBIZA SPORTIUM SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6444633","40.4402202",
323,,,0,"CAFETERIA SALON DE JUEGOS JC",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.7038101","40.4166359",
324,"CALLE","JAZMIN",36,"SPORTIUM APUESTAS DEPORTIVAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6666275","40.4786314",
325,"CALLE","EMILIO FERRARI",58,"SALON JUEGOS Y APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6412532","40.431104",
326,"CALLE","ALCALA",390,"MADRID JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6405831","40.4366062",
327,"CALLE","EZEQUIEL SOLANA",73,"CODERE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6430371","40.4284559",
328,"CALLE","ALCALA",307,"VICTORIA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6525215","40.4326732",
329,"CALLE","ALCALA",425,"SLOTS CITY","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6371782","40.4383029",
330,"CALLE","VIRGEN DEL SAGRARIO",3,"MADRID JP JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6477999","40.4340577",
331,"CALLE","ALCALA",419,"SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6377799","40.4381644",
332,"CALLE","ALCALA",339,"KASINO BAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.647868599999999","40.4335153",
333,"CALLE","ALCALA",399,"LUCKIA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.640998799999999","40.4367322",
334,"CALLE","ALCALA",423,"BINGO ALCALA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6373564","40.4382774",
335,"CALLE","ALCALA",341,"SAL0N DE JUEGO / APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6471123","40.433736",
336,"CALLE","EMILIO VARGAS",20,"BINGO PEGASO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6514625","40.44891579999999",
337,"CALLE","EMILIO VARGAS",18,"SAL0N RECREATIVO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6518468","40.4485832",
338,"CALLE","MARCELINO ALVAREZ",2,"FAMUYA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6542519","40.4320549",
339,"AVENIDA","MARQUES DE CORBERA",40,"SPORTIUM APUESTAS DEPORTIVAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.652377299999999","40.4251133",
340,"CALLE","GERARDO CORDON",1,"SALON DE JUEGO Y APUESTA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.655472","40.4258027",
341,"CALLE","LAGO CONSTANZA",50,"BINGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6464233","40.4305598",
342,"CALLE","ALCALA",308,"COACE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6490433","40.4328453",
343,"AVENIDA","MARQUES DE CORBERA",9,"REFILL 24","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.655407399999999","40.4235055",
344,"CALLE","VITAL AZA",53,"FRUTERIA AZAHARA",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.6408404","40.4326432","notcouncildata"
345,"CALLE","ALCALÁ",361,"MUESTRA OPACA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6453021","40.4347182",
346,"CARRETERA","CANILLAS",60,"BARLA TORRRE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.647075399999999","40.4631174",
347,"CALLE","VALDECALERAS",1,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6468484","40.4635602",
348,"CALLE","LOPEZ DE HOYOS",472,"BINGO PINAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6502311","40.4711532",
349,"CALLE","SANTA VIRGILIA",1,"ALIMENTACION AUTOSERVICIO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.645439799999999","40.4773289",
350,"CALLE","LOPEZ DE HOYOS",476,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6497693","40.4714421",
351,"CALLE","GUATAVITA",1,"JUEGOYAZAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6359116","40.4719365",
352,"CALLE","BERROCAL",9,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.676037699999999","40.3441187",
353,"CALLE","ESCORIAZA",4,"LOCAL DE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6947656","40.3512621",
354,"CALLE","ENCARNACION OVIOL",41,"RECREATIVO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6879378","40.3506089",
355,"AVENIDA","OROVILLA",47,"MUESTRA ILUMINADA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.68932","40.36055",
356,"CALLE","MARIA MARTINEZ OVIOL",1,"CODERE APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6914174","40.351558",
357,"AVENIDA","ESPINELA",12,"SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7094699","40.3451725",
358,"CALLE","ALBINO HERNANDEZ LAZARO",36,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7072807","40.3456933",
359,"PASEO","ALBERTO PALACIOS",23,"CAIXA LAIETANA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.7117309","40.3458797",
360,"CALLE","BENIFERRI",1,"APUESTAS DEPORTIVAS JUEGGING","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6908585","40.3449812",
361,"CALLE","ROCAFORT",109,"R0TULO NO INFORMADO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6863867","40.3425677",
362,"CALLE","ROCAFORT",20,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.68742","40.34144",
363,"CALLE","MARIA MARTINEZ OVIOL",3,"OZIUM SASON DE JUEGOS",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.6914161","40.3513236","notcouncildata"
364,"CALLE","VICENTE CARBALLAL ",3,"LUCKIA APUESTAS",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6827539","40.3529245","notcouncildata"
365,"CALLE ","DOCTOR MARTIN AREVALO",47,"BINGO",,"LICENCIA DESCONOCIDA","-3.704604799999999","40.3464356","notcouncildata"
366,"PASEO","ALBERTO PALACIOS",7,"CODERE",,"LICENCIA DESCONOCIDA","-3.7098107","40.3461575","notcouncildata"
367,"PASEO","ALBERTO PALACIOS",9,"CASINO VICTORY",,"LICENCIA DESCONOCIDA","-3.7100757","40.3461015","notcouncildata"
368,"PASEO","ALBERTO PALACIOS",21,"RETA BET.ES",,"LICENCIA DESCONOCIDA","-3.7116049","40.34590499999999","notcouncildata"
369,"PASEO","GIGANTES Y CABEZUDOS",6,"SPORTIUM ROOM SALON DE JUEGOS",,"LICENCIA DESCONOCIDA","-3.6940984","40.3604729","notcouncildata"
370,"PASEO","GIGANTES Y CABEZUDOS",8,"CODERE JUEGOS",,"LICENCIA DESCONOCIDA","-3.6940831","40.3603047","notcouncildata"
371,"PASEO","GIGANTES Y CABEZUDOS",2,"SALONES DE JUEGO ROYAL CROWN",,"LICENCIA DESCONOCIDA","-3.6936964","40.3529687","notcouncildata"
372,"CALLE","SELMA LAGERLOFF",12,"SPORTIUM",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6879016","40.3543749","notcouncildata"
373,"PASEO","FEDERICO GARCIA LORCA",15,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6208471","40.37808030000001",
374,"CALLE","JESUS DEL PINO",22,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.623477","40.3814353",
375,"CALLE","ADOLFO BIOY CASARES",2,"GOLDEN PARK","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.5991676","40.3689253",
376,"AVENIDA","SANTA EUGENIA",29,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6122871","40.3843351",
377,"CALLE","SERRANIA DE RONDA",3,"MADRID JUEGOS",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6204041","40.379776","notcouncildata"
378,"CALLE","PUERTO DE PORZUNA",3,"CODERE",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6207907","40.37582889999999","notcouncildata"
379,"CALLE","MONTES ALBERES",2,"LUCKIA",,"JUEGOS DE AZAR Y APUESTAS DE GESTION PUBLICA O O AUTORIZACION ESPECIAL (ESTADO Y ONCE)","-3.6191533","40.3738571","notcouncildata"
380,"CALLE","VILLARDONDIEGO",39,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6079713","40.4046363",
381,"CALLE","VILLAJIMENA",18,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6074238","40.4066376",
382,"AVENIDA","REAL",21,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6079498","40.4028185",
383,"CALLE","CONDESA VEGA DEL POZO",8,"AZAR CASINOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6080869","40.4036014",
384,"CALLE","SAN CIPRIANO",35,"CLUB FANTASY","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6034155","40.4043062",
385,"CALLE","SAN CIPRIANO",44,"SALON TOKA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.60406","40.40381",
386,"BULEVAR","INDALECIO PRIETO",32,"JUEGGING","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6225415","40.3986236",
387,"CALLE","POBLADURA DEL VALLE",15,"BINGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6173082","40.427477",
388,"CALLE","ETRURIA",3,"CODERE","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6121318","40.4358742",
389,"CALLE","ALCALA",590,"SPORTIUM ALCALA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6120901","40.4465492",
390,"CALLE","ALCALA",603,"SALON JUEGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6125398","40.4467636",
391,"CALLE","ALCALA",626,"BET AND LUCK SPORTS BAR","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6094384","40.4482837",
392,"CALLE","ARACNE",3,"LUCKIA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.5875084","40.4469408",
393,"AVENIDA","NIZA",67,"SALON DE JUEGOS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6081515","40.4340873",
394,"CALLE","ZUMEL",8,"SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6262214","40.4288309",
395,"AVENIDA","INSTITUCION LIBRE DE ENSEÑANZA",1,"SALON DE JUEGOSC/ VICTORIA","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6967725","40.4348289",
396,"AVENIDA","INSTITUCION LIBRE DE ENSEÑANZA",43,"ORENES","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6967725","40.4348289",
397,"AVENIDA","INSTITUCION LIBRE DE ENSEÑANZA",17,"LAS VEGAS BINGO","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.6967725","40.4348289",
398,"CALLE","MAYOLICA",8,"FERRETERIA LOS HERMANOS ",,"COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA","-3.6168233","40.4269335","notcouncildata"
399,"CALLE","SAN FAUSTINO",8,"ALMACENES GOFER",,"COMERCIO AL POR MENOR DE TEXTILES PARA EL HOGAR","-3.6090999","40.44700419999999","notcouncildata"
400,"AVENIDA","GENERAL",29,"SPORTIUM TOKA SPORTIUM","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.578832","40.4721769",
401,"CALLE","TIMON",30,"JUEGOS / APUESTAS","ACTIVIDADES ARTISTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS","-3.5883633","40.4723529",
402,"AVENIDA","LOGROÑO",148,"EuroPlay – Sport Bar – Salón de Juego – Codere",,"SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS","-3.5819492","40.47389039999999","notcouncildata"
